,price,accommodates,beds,bathrooms,number_of_reviews,rating,lat,lon,superhost,response_rate,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5,bedrooms_6,bedrooms_7,bedrooms_8,bedrooms_studio,room_type_Entire apartment,room_type_Entire condominium,room_type_Entire loft,room_type_Entire serviced apartment,room_type_Entire townhouse,room_type_Private room in apartment,room_type_others
566,80.0,2,1.0,1.0,111,4.5,40.83202045,-73.94592388,0,93%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
567,80.0,2,1.0,1.0,58,5.0,40.72402775,-73.97741406,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
568,90.0,1,1.0,1.0,133,5.0,40.78865985,-73.96908399,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
569,80.0,3,1.0,1.0,60,4.5,40.71511048,-73.98916532,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
570,89.0,2,1.0,1.0,132,4.5,40.72737757,-74.00018204,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
571,85.0,2,1.0,1.0,0,0.0,40.78770901,-73.95142912,1,no info,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
572,77.0,2,1.0,1.0,6,5.0,40.76942401,-73.99163487,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
573,80.0,2,1.0,1.0,1,0.0,40.78413342,-73.97450952,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
574,90.0,2,2.0,1.0,62,4.5,40.72779475,-73.98816546,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
575,80.0,2,1.0,1.0,131,4.5,40.82192774,-73.94498879999999,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
576,81.0,2,1.0,1.0,149,4.5,40.71750196,-73.99264327,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577,89.0,2,2.0,1.0,112,4.5,40.76027723,-73.98845593,0,100%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
578,80.0,1,1.0,1.0,194,4.5,40.78834234,-73.94720114,0,94%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
579,87.0,2,1.0,1.0,35,5.0,40.79756781,-73.9385143,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
580,90.0,4,2.0,1.0,8,5.0,40.75076271,-73.96991721,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
582,80.0,6,3.0,1.0,74,4.5,40.80193256,-73.93906253,0,100%,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
583,90.0,4,3.0,1.0,10,4.5,40.77006775,-73.95291717,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
584,90.0,2,1.0,1.0,78,5.0,40.7439441,-73.98104898,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
585,85.0,2,1.0,1.0,23,4.5,40.8044805,-73.95567259,1,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
586,90.0,2,1.0,1.0,228,4.5,40.71905578,-73.98449623,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
587,90.0,6,2.0,1.0,28,4.5,40.71086268,-74.00886982,0,100%,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
588,82.0,2,1.0,1.0,89,5.0,40.80726159,-73.95177903,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
590,83.0,3,2.0,1.0,23,4.5,40.73939018,-74.00614037,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
591,89.0,2,1.0,1.0,47,5.0,40.80092525,-73.96486429999999,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,90.0,2,1.0,1.0,56,4.0,40.76579338,-73.99033840000001,0,90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
594,80.0,6,3.0,1.0,93,4.5,40.80292163,-73.94730656,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
595,77.0,2,1.0,1.0,50,5.0,40.81184556,-73.94579372,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
596,86.0,2,1.0,1.0,31,5.0,40.76360244,-73.9950984,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
597,90.0,2,1.0,2.0,21,4.0,40.79612554,-73.9646834,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
598,82.0,2,1.0,1.0,158,4.5,40.76107661,-73.98719475,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
599,90.0,3,1.0,1.0,34,5.0,40.76378706,-73.99493262,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
600,80.0,2,1.0,1.0,8,4.5,40.7484434,-73.97343596,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
602,89.0,4,3.0,1.0,61,4.5,40.7783286,-73.94825248,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
603,77.0,2,1.0,1.0,0,0.0,40.76942401,-73.99163487,0,no info,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
605,90.0,2,1.0,1.0,68,5.0,40.79926664,-73.96234571,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
606,85.0,3,1.0,1.0,13,4.5,40.7486329,-73.9829067,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
607,85.0,1,1.0,1.0,193,4.5,40.80113785,-73.96377585,0,90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
608,90.0,2,1.0,1.0,0,0.0,40.72103578,-73.9949798,1,no info,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
609,90.0,2,1.0,1.0,119,5.0,40.80494466,-73.95638432,1,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
610,82.0,5,3.0,1.0,85,4.5,40.81288854,-73.94560081,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
611,89.0,4,2.0,1.0,110,4.5,40.80972064,-73.95588454,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
612,89.0,4,1.0,1.0,20,5.0,40.79889089,-73.94489468,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
613,80.0,2,1.0,1.0,45,5.0,40.823793,-73.94558255,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
614,80.0,2,1.0,1.0,35,5.0,40.80565148,-73.95197431,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
615,85.0,2,1.0,1.0,0,0.0,40.71752036,-73.98886528,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
616,80.0,2,1.0,1.0,67,5.0,40.80805374,-73.95381958,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
618,79.0,2,1.0,1.5,100,5.0,40.81197617,-73.94369542,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
620,79.0,2,1.0,1.0,111,5.0,40.73504921,-74.00244263,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
622,80.0,2,1.0,1.0,171,4.5,40.72524224,-73.97776627,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
623,89.0,4,3.0,1.0,91,4.5,40.80842283,-73.95567729,0,89%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
624,85.0,2,1.0,2.0,9,4.0,40.71523207,-73.99241755,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
625,89.0,4,2.0,1.0,174,4.5,40.74588029,-74.00055099,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
626,80.0,3,2.0,1.0,24,4.5,40.8186311,-73.95771384,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
627,82.0,4,2.0,1.0,8,5.0,40.76730826,-73.95842814,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
628,80.0,2,1.0,1.0,33,5.0,40.81719323,-73.93695229,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
629,87.0,2,1.0,1.0,59,4.5,40.80088381,-73.96194482,0,89%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
630,80.0,3,2.0,1.0,62,4.5,40.79985718,-73.9641542,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
632,79.0,2,1.0,1.0,52,4.5,40.81766654,-73.94051454,0,90%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
633,80.0,2,1.0,1.0,22,5.0,40.82208137,-73.94612469,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
635,80.0,4,3.0,2.0,0,0.0,40.76524864,-73.94093690000001,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
637,87.0,2,1.0,1.0,9,5.0,40.76456943,-73.99082001,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
638,85.0,2,1.0,1.0,136,4.5,40.75536266,-73.99749908,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
639,80.0,1,1.0,1.0,9,5.0,40.78156404,-73.97796436,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
640,89.0,2,1.0,1.0,103,4.5,40.76793073,-73.98560691,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
641,90.0,4,1.0,1.0,37,5.0,40.802274700000005,-73.95790339,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
642,77.0,2,1.0,1.0,21,4.5,40.772629200000004,-73.98996647,0,100%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
643,83.0,4,2.0,1.0,29,4.5,40.81585426,-73.94271781,1,100%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
644,80.0,2,1.0,1.0,99,4.5,40.81995406,-73.94606985,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
645,85.0,2,1.0,1.0,34,4.5,40.71054921,-74.00521275,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
646,80.0,2,1.0,1.0,37,5.0,40.849411100000005,-73.93431509999999,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
647,89.0,1,1.0,1.0,4,5.0,40.74647661,-74.00266306,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
648,90.0,2,1.0,1.0,50,4.5,40.7779095,-73.94713713,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
649,79.0,1,1.0,,117,5.0,40.76345136,-73.99298434,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
650,80.0,2,1.0,1.0,30,4.0,40.7653516,-73.99062719,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
651,80.0,2,1.0,1.0,74,5.0,40.78697452,-73.94469304,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
652,90.0,5,3.0,1.0,52,4.5,40.77121694,-73.95337554,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
653,90.0,2,1.0,1.0,63,5.0,40.70439908,-73.98152977,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
654,90.0,2,1.0,,74,4.5,40.71411917,-73.99149669,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
655,80.0,2,1.0,1.0,107,5.0,40.84268855,-73.93605021,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
656,76.0,2,1.0,1.5,126,5.0,40.82652059,-73.95304276,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
657,85.0,2,1.0,1.0,16,5.0,40.71973699,-73.98549024,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
658,80.0,1,1.0,1.0,10,5.0,40.7287114,-74.0060196,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659,80.0,2,1.0,1.0,64,5.0,40.79918565,-73.96248744,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
660,90.0,5,2.0,1.0,63,4.5,40.76576171,-73.9866246,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
661,80.0,3,1.0,1.0,18,5.0,40.75657626,-73.99568467,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
662,90.0,2,1.0,1.0,10,5.0,40.72204308,-73.98150966,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
663,81.0,2,1.0,1.0,16,4.5,40.81893905,-73.93870567,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
664,110.0,3,1.0,1.0,246,4.5,40.75802571,-73.99222887,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
665,99.0,5,3.0,2.0,32,5.0,40.72067221,-74.00023559,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
666,100.0,3,1.0,1.0,225,4.5,40.82248477,-73.94891211,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
667,109.0,4,2.0,1.0,224,4.5,40.75921002,-73.98895470000001,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
668,110.0,2,1.0,1.0,246,4.5,40.75752444,-73.99425406,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
669,95.0,1,1.0,1.0,269,5.0,40.76424525,-73.99162127,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
670,119.0,3,2.0,1.0,143,4.5,40.75462449,-73.96869006,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
671,109.0,6,3.0,1.0,142,4.5,40.75032667,-73.98547495,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
672,120.0,3,1.0,1.0,0,0.0,40.73174521,-73.98755508,1,no info,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
673,111.0,4,2.0,1.0,155,4.5,40.73745213,-74.00725144,0,97%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
674,99.0,4,2.0,1.0,209,4.5,40.74834182,-73.98685895,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
675,91.0,4,3.0,1.0,247,5.0,40.80899801,-73.94263115,1,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
676,100.0,2,1.0,1.0,137,4.5,40.75764914,-73.99427123,0,62%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
677,100.0,3,1.0,1.0,145,4.5,40.75628423,-73.99258205,0,70%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
678,110.0,2,1.0,1.0,159,4.5,40.75577472,-73.99466407,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
679,99.0,3,1.0,1.0,91,4.5,40.80622885,-73.94047448,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
680,99.0,4,1.0,1.0,157,4.5,40.75536394,-73.99949823,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
681,119.0,5,3.0,1.0,150,4.5,40.74655579,-73.9874093,0,73%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
682,100.0,4,3.0,1.0,0,0.0,40.77947643,-73.9467264,0,no info,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
683,100.0,5,3.0,1.0,78,4.5,40.75094211,-73.96949214,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
684,95.0,2,1.0,1.0,129,5.0,40.796075200000004,-73.93818771,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
685,120.0,2,1.0,1.0,59,5.0,40.78743366,-73.95178618,1,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
686,105.0,2,1.0,1.0,281,5.0,40.79667286,-73.96703674,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
687,97.0,2,1.0,1.0,157,4.5,40.72740243,-73.97906243,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
688,115.0,3,1.0,1.0,173,4.5,40.77634988,-73.93426095,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
689,100.0,2,1.0,1.0,24,5.0,40.749888,-73.98231126,1,86%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
690,99.0,3,1.0,1.0,119,4.5,40.80617244,-73.94150221,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
691,115.0,2,1.0,2.0,232,4.5,40.76118387,-73.98994938,0,62%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
692,91.0,2,1.0,1.0,125,5.0,40.72598111,-73.97778038,1,97%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
693,120.0,4,2.0,1.0,166,4.5,40.77117765,-73.95744304,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
694,100.0,3,1.0,1.0,225,4.5,40.75770504,-73.99407287,0,71%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
695,99.0,3,2.0,1.0,127,4.5,40.75665753,-73.99444267,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
696,115.0,6,3.0,1.0,77,4.5,40.75103281,-73.9710983,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
697,100.0,2,1.0,1.0,169,5.0,40.77292093,-73.9501468,0,88%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
698,91.0,4,2.0,1.0,68,5.0,40.80988984,-73.95490252,0,89%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
699,110.0,4,1.0,1.0,125,4.5,40.7576973,-73.99401425,0,88%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
700,95.0,1,1.0,1.0,170,5.0,40.783225,-73.98105209,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
701,105.0,2,1.0,1.0,40,4.5,40.76265562,-73.99676787,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
702,95.0,2,1.0,1.0,186,4.5,40.76717468,-73.95532355,0,90%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
703,110.0,2,1.0,1.0,183,4.5,40.77802083,-73.98255578,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
704,120.0,4,2.0,1.0,109,5.0,40.70737804,-74.00858352,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
705,120.0,5,3.0,1.0,247,4.5,40.72328148,-73.98926038,0,100%,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
706,105.0,3,1.0,1.0,335,5.0,40.72816058,-73.98842971,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
707,105.0,2,0.0,1.0,209,4.5,40.74832918,-73.98490132,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
708,115.0,4,2.0,1.0,23,5.0,40.76149778,-73.99041045,1,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
709,91.0,2,2.0,1.5,264,5.0,40.76580363,-73.98795071,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
710,100.0,5,3.0,1.0,78,4.0,40.751024900000004,-73.97163409999999,0,100%,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
711,102.0,2,2.0,1.0,88,5.0,40.76580062,-73.99086715,1,90%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
712,120.0,2,1.0,1.0,142,4.5,40.7586259,-73.9847168,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
713,120.0,2,1.0,1.0,22,4.5,40.76769139,-73.95496435,0,79%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
714,100.0,4,3.0,1.0,76,4.5,40.75160346,-73.97031763,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
715,117.0,2,1.0,1.0,339,4.5,40.72843063,-73.98895257,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
716,98.0,2,1.0,1.0,85,5.0,40.78137664,-73.98139349,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
717,99.0,2,1.0,1.0,84,5.0,40.78229692,-73.94837535,1,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
718,100.0,2,1.0,0.0,160,4.5,40.76266147,-73.9620453,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
719,109.0,2,1.0,1.0,101,5.0,40.72758169,-73.97761956,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
720,115.0,2,1.0,1.0,202,4.5,40.75974905,-73.989698,0,62%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
721,100.0,5,3.0,1.0,80,4.5,40.75125746,-73.97162888,0,100%,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
722,110.0,2,1.0,1.0,183,4.5,40.77406912,-73.95237935,0,80%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
724,100.0,2,1.0,1.0,40,5.0,40.74559982,-74.00107482,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
725,115.0,2,1.0,1.0,50,5.0,40.75005382,-73.99897875,1,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
726,109.0,2,0.0,1.0,249,4.5,40.74838157,-73.98575943,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
727,112.0,3,2.0,1.0,113,4.5,40.72093191,-73.98493211,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
728,91.0,3,1.0,1.0,172,4.5,40.75398522,-73.96966571,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
729,120.0,4,1.0,1.0,23,4.5,40.75552359,-73.99815887,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
730,101.0,2,2.0,1.0,46,4.5,40.75771827,-73.9927122,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
731,99.0,4,1.0,1.0,274,5.0,40.75894702,-73.98830088,0,96%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
732,97.0,2,1.0,1.0,48,5.0,40.76280513,-73.9671792,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
733,99.0,3,2.0,1.0,117,5.0,40.77110655,-73.95138613,1,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
734,105.0,2,1.0,1.0,39,5.0,40.80375429,-73.93598668,1,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
735,109.0,2,1.0,1.0,138,5.0,40.74749005,-73.98873395,0,94%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
736,105.0,2,1.0,1.0,15,5.0,40.73652117,-74.00875948,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
737,100.0,2,1.0,2.0,127,5.0,40.72755397,-73.97875886,1,88%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
738,91.0,2,1.0,1.5,49,5.0,40.73157742,-74.00151465,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
739,110.0,6,3.0,1.0,91,5.0,40.80725806,-73.93814976,1,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
740,95.0,2,1.0,,113,5.0,40.71521252,-73.99169062,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
741,95.0,2,1.0,1.0,96,4.5,40.71363207,-73.99368022,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
742,91.0,4,3.0,1.0,107,4.5,40.80986455,-73.95348999,0,89%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
743,120.0,4,2.0,1.0,111,4.5,40.72082231,-73.9872791,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
744,110.0,4,2.0,1.0,86,4.5,40.75444892,-73.99445875,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
745,93.0,1,1.0,1.0,64,5.0,40.72197884,-73.98784711,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
746,99.0,2,1.0,1.0,224,4.5,40.79619517,-73.96155998,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
747,91.0,2,1.0,1.0,125,4.5,40.75862919,-73.98811691,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
748,109.0,4,1.0,1.0,116,4.5,40.76612044,-73.98841318,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
749,119.0,4,3.0,1.0,35,5.0,40.75509515,-73.99363114,1,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
750,95.0,5,3.0,1.0,0,0.0,40.74787391,-73.98733564,0,no info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
752,100.0,4,3.0,1.0,75,4.5,40.75111822,-73.97130162,0,92%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
753,109.0,4,2.0,1.0,134,4.5,40.74806425,-73.97170014,1,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
754,100.0,3,1.0,1.0,123,4.5,40.73050468,-73.98043185,0,81%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
755,100.0,2,1.0,1.0,183,4.5,40.73033939,-73.99992071,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
756,99.0,2,1.0,1.0,277,5.0,40.76175319,-73.98919781,1,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
757,109.0,2,1.0,1.0,190,4.5,40.77897583,-73.98171431,1,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
759,100.0,4,2.0,1.0,97,4.5,40.80515957,-73.94298844,0,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
760,100.0,3,1.0,1.0,110,4.5,40.75637872,-73.9938869,0,86%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
761,100.0,4,3.0,1.0,117,5.0,40.76793824,-73.93413303,1,100%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
762,105.0,2,1.0,1.0,162,4.5,40.72588182,-73.98178359999999,1,80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
763,100.0,2,1.0,1.0,14,5.0,40.76102109,-73.9867722,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
764,95.0,2,1.0,1.0,67,4.5,40.75949383,-73.99079532,0,82%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
765,110.0,2,1.0,1.0,0,0.0,40.72741046,-73.97529153,0,no info,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
766,98.0,2,1.0,1.0,8,5.0,40.80920246,-73.93597938,0,100%,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
767,100.0,6,3.0,1.0,21,4.5,40.79870874,-73.94119299,1,100%,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
768,98.0,4,0.0,1.0,109,4.5,40.77293913,-73.95351131,0,100%,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
769,110.0,2,1.0,1.0,113,4.5,40.72741046,-73.97529153,0,92%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
770,120.0,4,2.0,1.0,127,4.0,40.75451877,-73.96767103,0,100%,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
771,95.0,2,1.0,1.0,54,4.5,40.77210485,-73.94630889,0,100%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
