,price,accommodates,beds,bathrooms,number_of_reviews,rating,superhost,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5,bedrooms_6,bedrooms_7,bedrooms_8,bedrooms_studio,room_type_Entire apartment,room_type_Entire condominium,room_type_Entire loft,room_type_Entire serviced apartment,room_type_Entire townhouse,room_type_Private room in apartment,room_type_others
246,70.0,2,1.0,1.0,177,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
247,55.0,2,1.0,1.0,23,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
248,70.0,4,3.0,1.0,66,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
249,65.0,2,1.0,1.0,3,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,63.0,5,2.0,1.0,121,5.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
251,70.0,1,1.0,1.0,102,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
252,58.0,3,1.0,1.0,263,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
253,65.0,1,1.0,1.0,93,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
254,75.0,2,1.0,1.0,149,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
255,55.0,3,1.0,1.0,89,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
256,65.0,3,2.0,1.0,34,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
257,60.0,2,1.0,1.0,237,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
258,60.0,1,1.0,1.0,138,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,75.0,2,1.0,1.0,69,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
260,60.0,1,1.0,4.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,66.0,2,1.0,1.0,182,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262,73.0,2,1.0,1.0,169,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
263,69.0,2,1.0,1.0,83,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
264,66.0,2,1.0,1.0,132,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
265,55.0,1,1.0,1.0,20,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,75.0,2,1.0,1.0,100,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
267,55.0,1,1.0,1.0,127,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268,60.0,2,1.0,1.0,127,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,60.0,2,1.0,1.0,109,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
270,59.0,3,1.0,1.0,83,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
271,74.0,4,2.0,1.0,135,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
272,66.0,2,2.0,1.0,199,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
273,70.0,2,1.0,1.0,210,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
274,68.0,2,1.0,1.0,178,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
275,69.0,1,1.0,1.0,165,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,75.0,3,2.0,1.0,37,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278,65.0,2,1.0,1.0,140,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
279,75.0,2,1.0,1.0,95,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,65.0,2,1.0,1.0,268,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
281,59.0,4,2.0,2.0,100,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,74.0,2,1.0,1.0,40,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
283,68.0,3,1.0,1.0,112,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
284,60.0,3,2.0,1.0,70,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
285,70.0,6,4.0,1.0,61,4.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
286,55.0,2,1.0,1.0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
287,69.0,2,1.0,1.5,276,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
288,60.0,2,2.0,1.0,202,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,55.0,2,1.0,1.0,39,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
290,60.0,1,1.0,1.0,101,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
291,54.0,1,1.0,1.0,18,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292,65.0,2,1.0,1.0,73,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
293,60.0,2,1.0,1.0,60,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
294,70.0,2,1.0,1.0,159,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,55.0,2,1.0,1.0,113,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
296,75.0,4,3.0,1.0,66,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
297,71.0,2,0.0,1.5,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
298,70.0,2,1.0,1.5,274,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
299,71.0,2,1.0,1.0,51,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,65.0,2,1.0,1.0,40,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301,65.0,3,1.0,1.0,210,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
302,70.0,2,1.0,1.0,102,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
303,60.0,2,1.0,1.0,42,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
304,75.0,2,1.0,1.0,49,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305,55.0,3,2.0,1.0,81,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
306,55.0,2,1.0,1.0,47,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307,70.0,1,1.0,1.0,210,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310,68.0,3,2.0,1.0,173,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
311,75.0,3,2.0,1.0,107,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
312,75.0,2,1.0,1.0,74,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313,75.0,2,1.0,1.0,124,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,64.0,2,1.0,1.0,123,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
316,69.0,2,1.0,1.0,176,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
317,62.0,2,1.0,1.0,266,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
318,65.0,2,1.0,1.0,120,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
319,63.0,2,1.0,1.0,265,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,66.0,2,1.0,1.0,43,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
321,66.0,2,2.0,1.0,32,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
322,63.0,2,1.0,1.0,67,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
323,65.0,2,1.0,2.0,27,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
324,72.0,2,1.0,1.0,76,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
325,55.0,2,1.0,2.0,138,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326,75.0,2,1.0,1.0,64,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
327,54.0,4,2.0,1.0,41,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
328,69.0,2,1.0,1.0,121,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
329,55.0,1,1.0,1.0,120,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,60.0,2,1.0,1.0,92,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,59.0,2,2.0,1.0,144,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,65.0,1,1.0,1.0,170,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,59.0,4,1.0,1.0,41,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
335,58.0,1,1.0,1.0,154,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
336,68.0,2,1.0,4.0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
337,70.0,2,2.0,1.0,59,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
338,55.0,1,1.0,1.0,118,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,65.0,2,1.0,1.0,57,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340,65.0,2,1.0,2.0,120,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
341,75.0,4,2.0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,69.0,1,1.0,1.0,79,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
343,57.0,2,2.0,1.0,33,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,70.0,2,1.0,1.0,95,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
345,70.0,2,1.0,1.0,27,5.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
346,70.0,2,1.0,1.0,144,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347,75.0,2,1.0,1.0,39,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
348,65.0,7,2.0,1.0,148,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
349,55.0,4,2.0,1.0,76,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350,75.0,1,1.0,1.0,126,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
351,55.0,2,1.0,1.0,44,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352,68.0,1,1.0,1.0,163,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
353,63.0,3,1.0,1.0,120,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
354,57.0,1,1.0,1.0,134,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,62.0,2,1.0,1.0,71,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
356,57.0,2,1.0,1.0,95,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
357,60.0,1,1.0,1.0,146,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358,58.0,2,1.0,1.0,26,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,65.0,2,1.0,1.0,189,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
361,70.0,2,1.0,1.0,25,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
362,60.0,5,3.0,1.0,88,4.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
363,60.0,2,1.0,1.0,144,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
364,68.0,2,1.0,1.0,247,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365,60.0,2,1.0,1.0,10,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
366,74.0,2,1.0,1.0,5,3.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
368,55.0,2,2.0,1.0,41,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
369,67.0,3,2.0,1.0,97,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
370,54.0,3,2.0,1.0,98,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,55.0,3,1.0,1.0,116,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
372,65.0,4,2.0,1.0,11,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
373,75.0,2,1.0,1.0,102,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
374,60.0,1,1.0,1.0,176,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
375,58.0,3,2.0,1.0,14,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,70.0,2,1.0,1.0,16,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
377,63.0,2,1.0,1.0,53,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
379,65.0,2,1.0,1.0,44,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382,61.0,2,1.0,1.0,77,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
383,67.0,3,2.0,1.0,97,5.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
384,70.0,1,2.0,1.0,96,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
385,64.0,1,1.0,1.0,54,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
386,65.0,1,1.0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,68.0,2,1.0,4.0,3,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,65.0,2,2.0,1.0,231,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
389,63.0,2,1.0,1.0,29,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
390,69.0,2,1.0,1.0,22,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
391,60.0,2,1.0,1.0,9,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392,68.0,1,1.0,1.0,58,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
393,65.0,2,2.0,1.0,154,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
394,69.0,3,1.0,1.0,216,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,63.0,2,1.0,1.0,56,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
396,63.0,2,1.0,1.0,58,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
397,60.0,2,1.0,1.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,65.0,2,1.0,1.0,5,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
399,68.0,2,2.0,1.5,19,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,65.0,2,1.0,1.0,64,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
401,55.0,2,1.0,1.0,16,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
402,70.0,3,1.0,1.0,65,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
403,55.0,2,1.0,1.0,52,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
404,72.0,2,1.0,1.0,124,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
405,68.0,2,2.0,1.0,35,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
406,59.0,2,1.0,2.0,102,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
408,69.0,2,1.0,1.0,100,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
409,72.0,2,1.0,1.0,45,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
410,59.0,2,1.0,1.0,26,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
411,69.0,2,1.0,1.0,62,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
412,75.0,2,1.0,1.0,44,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
413,70.0,1,1.0,1.0,43,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
416,70.0,3,2.0,1.0,9,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
417,55.0,3,1.0,1.0,100,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
418,75.0,2,1.0,1.5,54,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,70.0,2,1.0,1.0,43,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
420,60.0,2,1.0,1.0,50,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
421,71.0,2,1.0,2.0,80,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
422,68.0,2,1.0,2.0,66,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
423,75.0,3,1.0,1.0,31,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
424,54.0,2,1.0,1.0,128,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
425,68.0,2,1.0,1.0,55,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
426,60.0,2,1.0,1.0,31,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427,68.0,2,1.0,1.0,88,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428,58.0,2,1.0,1.0,24,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429,75.0,4,1.0,1.0,69,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
430,70.0,2,1.0,1.0,8,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
431,60.0,2,1.0,1.0,45,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432,75.0,1,1.0,1.0,55,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
433,75.0,2,1.0,1.0,120,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
434,72.0,2,1.0,1.0,90,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
435,65.0,1,1.0,1.0,31,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
436,67.0,2,2.0,1.0,25,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
437,55.0,1,1.0,1.0,16,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
438,70.0,5,1.0,1.0,9,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
439,65.0,2,2.0,1.0,35,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
440,60.0,1,1.0,1.0,60,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
441,67.0,2,1.0,1.0,63,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,60.0,2,1.0,1.0,116,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,55.0,2,1.0,1.0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
444,60.0,3,2.0,1.0,43,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
445,63.0,2,1.0,1.0,54,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,83.0,4,2.0,1.0,97,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
447,90.0,3,3.0,1.0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
448,90.0,3,1.0,1.0,218,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
449,80.0,4,1.0,1.0,136,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
450,89.0,4,1.0,1.0,121,4.5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
451,84.0,3,1.0,1.0,45,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
452,79.0,3,2.0,1.0,65,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
453,85.0,2,1.0,1.0,330,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
454,90.0,2,1.0,1.0,41,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
455,85.0,3,1.0,1.0,161,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
456,85.0,2,1.0,1.0,203,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
457,79.0,2,1.0,1.0,240,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
458,82.0,2,1.0,1.0,250,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459,88.0,2,1.0,1.0,278,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460,80.0,2,1.0,1.0,212,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461,90.0,2,1.0,1.0,293,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462,79.0,2,1.0,1.0,248,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463,89.0,3,1.0,1.0,292,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464,76.0,2,1.0,1.0,257,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465,82.0,1,1.0,3.0,73,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
466,90.0,1,1.0,1.0,99,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467,78.0,4,1.0,1.0,82,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
468,79.0,2,1.0,1.0,59,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
469,90.0,2,1.0,1.0,255,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
470,80.0,2,1.0,1.0,262,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
471,90.0,2,1.0,1.0,148,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
472,85.0,2,1.0,1.0,153,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
473,85.0,2,1.0,1.0,128,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
474,82.0,1,1.0,3.0,122,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
475,80.0,2,1.0,1.0,23,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
476,89.0,2,1.0,1.5,216,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
477,79.0,2,1.0,1.0,307,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
478,80.0,4,2.0,1.0,102,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
479,83.0,2,2.0,1.0,90,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
480,85.0,2,1.0,1.0,198,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
481,89.0,4,1.0,2.0,103,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
482,90.0,3,2.0,1.0,160,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
483,79.0,2,1.0,1.0,229,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,89.0,2,1.0,1.0,77,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
485,79.0,2,1.0,1.0,230,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
486,89.0,2,1.0,1.0,129,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
487,80.0,2,1.0,1.0,238,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
488,82.0,1,1.0,3.0,82,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
489,85.0,2,1.0,1.0,102,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
490,78.0,2,1.0,1.0,192,4.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
491,89.0,2,1.0,1.0,89,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
492,84.0,2,1.0,1.0,28,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
493,80.0,2,1.0,2.0,192,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
494,85.0,2,1.0,1.0,77,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
495,90.0,2,1.0,1.0,17,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
496,85.0,2,1.0,1.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
497,80.0,2,1.0,1.0,123,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
498,89.0,2,1.0,1.0,76,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
499,89.0,2,1.0,1.0,57,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
500,79.0,2,1.0,1.0,44,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
501,89.0,2,1.0,1.0,146,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
502,85.0,2,1.0,1.0,69,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
503,77.0,2,1.0,1.0,195,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
504,82.0,1,1.0,3.0,67,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
